tabela,modulo,ordem,campo,tipo,tamanho,aceita_nulo,chave_primaria,descricao,fk_tabela,fk_campo
SRSNAMESPACE_TABLE,SRSNAMESPACE,3.0,SDO_SRID,NUMBER,,SIM,,,,
SDO_UNITS_OF_MEASURE,SDO,1.0,UOM_ID,NUMBER,"10,0",NAO,PK,,,
SDO_UNITS_OF_MEASURE,SDO,2.0,UNIT_OF_MEAS_NAME,VARCHAR2,2083,NAO,,,,
SDO_UNITS_OF_MEASURE,SDO,3.0,SHORT_NAME,VARCHAR2,80,SIM,,,,
SDO_UNITS_OF_MEASURE,SDO,4.0,LEGACY_UNIT_NAME,VARCHAR2,80,SIM,,,,
SDO_UNITS_OF_MEASURE,SDO,5.0,UNIT_OF_MEAS_TYPE,VARCHAR2,50,SIM,,,,
SDO_UNITS_OF_MEASURE,SDO,6.0,TARGET_UOM_ID,NUMBER,"10,0",SIM,,,SDO_UNITS_OF_MEASURE,UOM_ID
SDO_UNITS_OF_MEASURE,SDO,7.0,FACTOR_B,NUMBER,,SIM,,,,
SDO_UNITS_OF_MEASURE,SDO,8.0,FACTOR_C,NUMBER,,SIM,,,,
SDO_UNITS_OF_MEASURE,SDO,9.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_UNITS_OF_MEASURE,SDO,10.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_UNITS_OF_MEASURE,SDO,11.0,IS_LEGACY,VARCHAR2,5,NAO,,,,
SDO_UNITS_OF_MEASURE,SDO,12.0,LEGACY_CODE,NUMBER,"10,0",SIM,,,SDO_UNITS_OF_MEASURE,UOM_ID
SDO_UNITS_OF_MEASURE,SDO,12.0,LEGACY_CODE,NUMBER,"10,0",SIM,,,SDO_ELLIPSOIDS,ELLIPSOID_ID
SDO_PRIME_MERIDIANS,SDO,1.0,PRIME_MERIDIAN_ID,NUMBER,"10,0",NAO,PK,,,
SDO_PRIME_MERIDIANS,SDO,2.0,PRIME_MERIDIAN_NAME,VARCHAR2,80,NAO,,,,
SDO_PRIME_MERIDIANS,SDO,3.0,GREENWICH_LONGITUDE,FLOAT,,SIM,,,,
SDO_PRIME_MERIDIANS,SDO,4.0,UOM_ID,NUMBER,"10,0",SIM,,,SDO_UNITS_OF_MEASURE,UOM_ID
SDO_PRIME_MERIDIANS,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_PRIME_MERIDIANS,SDO,6.0,DATA_SOURCE,VARCHAR2,254,SIM,,,,
SDO_ELLIPSOIDS,SDO,1.0,ELLIPSOID_ID,NUMBER,,NAO,PK,,,
SDO_ELLIPSOIDS,SDO,2.0,ELLIPSOID_NAME,VARCHAR2,80,NAO,,,,
SDO_ELLIPSOIDS,SDO,3.0,SEMI_MAJOR_AXIS,NUMBER,,SIM,,,,
SDO_ELLIPSOIDS,SDO,4.0,UOM_ID,NUMBER,,SIM,,,SDO_UNITS_OF_MEASURE,UOM_ID
SDO_ELLIPSOIDS,SDO,5.0,INV_FLATTENING,NUMBER,,SIM,,,,
SDO_ELLIPSOIDS,SDO,6.0,SEMI_MINOR_AXIS,NUMBER,,SIM,,,,
SDO_ELLIPSOIDS,SDO,7.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_ELLIPSOIDS,SDO,8.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_ELLIPSOIDS,SDO,9.0,IS_LEGACY,VARCHAR2,5,NAO,,,,
SDO_ELLIPSOIDS,SDO,10.0,LEGACY_CODE,NUMBER,,SIM,,,,
SDO_DATUMS,SDO,1.0,DATUM_ID,NUMBER,"10,0",NAO,PK,,,
SDO_DATUMS,SDO,2.0,DATUM_NAME,VARCHAR2,80,NAO,,,,
SDO_DATUMS,SDO,3.0,DATUM_TYPE,VARCHAR2,24,SIM,,,,
SDO_DATUMS,SDO,4.0,ELLIPSOID_ID,NUMBER,"10,0",SIM,,,SDO_ELLIPSOIDS,ELLIPSOID_ID
SDO_DATUMS,SDO,5.0,PRIME_MERIDIAN_ID,NUMBER,"10,0",SIM,,,SDO_PRIME_MERIDIANS,PRIME_MERIDIAN_ID
SDO_DATUMS,SDO,6.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_DATUMS,SDO,7.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_DATUMS,SDO,8.0,SHIFT_X,NUMBER,,SIM,,,,
SDO_DATUMS,SDO,9.0,SHIFT_Y,NUMBER,,SIM,,,,
SDO_DATUMS,SDO,10.0,SHIFT_Z,NUMBER,,SIM,,,,
SDO_DATUMS,SDO,11.0,ROTATE_X,NUMBER,,SIM,,,,
SDO_DATUMS,SDO,12.0,ROTATE_Y,NUMBER,,SIM,,,,
SDO_DATUMS,SDO,13.0,ROTATE_Z,NUMBER,,SIM,,,,
SDO_DATUMS,SDO,14.0,SCALE_ADJUST,NUMBER,,SIM,,,,
SDO_DATUMS,SDO,15.0,IS_LEGACY,VARCHAR2,5,NAO,,,,
SDO_DATUMS,SDO,16.0,LEGACY_CODE,NUMBER,"10,0",SIM,,,SDO_DATUMS,DATUM_ID
SDO_COORD_SYS,SDO,1.0,COORD_SYS_ID,NUMBER,"10,0",NAO,PK,,,
SDO_COORD_SYS,SDO,2.0,COORD_SYS_NAME,VARCHAR2,254,NAO,,,,
SDO_COORD_SYS,SDO,3.0,COORD_SYS_TYPE,VARCHAR2,24,SIM,,,,
SDO_COORD_SYS,SDO,4.0,DIMENSION,NUMBER,"5,0",SIM,,,,
SDO_COORD_SYS,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_COORD_SYS,SDO,6.0,DATA_SOURCE,VARCHAR2,50,SIM,,,,
SDO_COORD_AXIS_NAMES,SDO,1.0,COORD_AXIS_NAME_ID,NUMBER,"10,0",NAO,PK,,,
SDO_COORD_AXIS_NAMES,SDO,2.0,COORD_AXIS_NAME,VARCHAR2,80,NAO,,,,
SDO_COORD_AXES,SDO,1.0,COORD_SYS_ID,NUMBER,"10,0",NAO,PK,,SDO_COORD_SYS,COORD_SYS_ID
SDO_COORD_AXES,SDO,2.0,COORD_AXIS_NAME_ID,NUMBER,"10,0",SIM,,,SDO_COORD_AXIS_NAMES,COORD_AXIS_NAME_ID
SDO_COORD_AXES,SDO,3.0,COORD_AXIS_ORIENTATION,VARCHAR2,24,SIM,,,,
SDO_COORD_AXES,SDO,4.0,COORD_AXIS_ABBREVIATION,VARCHAR2,24,SIM,,,,
SDO_COORD_AXES,SDO,5.0,UOM_ID,NUMBER,"10,0",SIM,,,SDO_UNITS_OF_MEASURE,UOM_ID
SDO_COORD_AXES,SDO,6.0,ORDER,NUMBER,"5,0",NAO,PK,,,
SDO_COORD_REF_SYS,SDO,2.0,COORD_REF_SYS_NAME,VARCHAR2,80,NAO,,,,
SDO_COORD_REF_SYS,SDO,3.0,COORD_REF_SYS_KIND,VARCHAR2,24,NAO,,,,
SDO_COORD_REF_SYS,SDO,4.0,COORD_SYS_ID,NUMBER,"10,0",SIM,,,SDO_COORD_SYS,COORD_SYS_ID
SDO_COORD_REF_SYS,SDO,5.0,DATUM_ID,NUMBER,"10,0",SIM,,,SDO_DATUMS,DATUM_ID
SDO_COORD_REF_SYS,SDO,6.0,GEOG_CRS_DATUM_ID,NUMBER,"10,0",SIM,,,,
SDO_COORD_REF_SYS,SDO,7.0,SOURCE_GEOG_SRID,NUMBER,"10,0",SIM,,,SDO_COORD_REF_SYS,SRID
SDO_COORD_REF_SYS,SDO,8.0,PROJECTION_CONV_ID,NUMBER,"10,0",SIM,,,SDO_COORD_OPS,COORD_OP_ID
SDO_COORD_REF_SYS,SDO,9.0,CMPD_HORIZ_SRID,NUMBER,"10,0",SIM,,,SDO_COORD_REF_SYS,SRID
SDO_COORD_REF_SYS,SDO,10.0,CMPD_VERT_SRID,NUMBER,"10,0",SIM,,,SDO_COORD_REF_SYS,SRID
SDO_COORD_REF_SYS,SDO,11.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_COORD_REF_SYS,SDO,12.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_COORD_REF_SYS,SDO,13.0,IS_LEGACY,VARCHAR2,5,NAO,,,,
SDO_COORD_REF_SYS,SDO,14.0,LEGACY_CODE,NUMBER,"10,0",SIM,,,SDO_COORD_REF_SYS,SRID
SDO_COORD_REF_SYS,SDO,15.0,LEGACY_WKTEXT,VARCHAR2,2046,SIM,,,,
SDO_COORD_REF_SYS,SDO,16.0,LEGACY_CS_BOUNDS,SDO_GEOMETRY,,SIM,,,,
SDO_COORD_REF_SYS,SDO,17.0,IS_VALID,VARCHAR2,5,SIM,,,,
SDO_COORD_REF_SYS,SDO,18.0,SUPPORTS_SDO_GEOMETRY,VARCHAR2,5,SIM,,,,
SDO_COORD_REF_SYS,SDO,1.0,SRID,NUMBER,"10,0",NAO,PK,,,
SDO_COORD_REF_SYSTEM,SDO,1.0,SRID,NUMBER,"10,0",NAO,,,,
SDO_COORD_REF_SYSTEM,SDO,2.0,COORD_REF_SYS_NAME,VARCHAR2,80,NAO,,,,
SDO_COORD_REF_SYSTEM,SDO,3.0,COORD_REF_SYS_KIND,VARCHAR2,24,NAO,,,,
SDO_COORD_REF_SYSTEM,SDO,4.0,COORD_SYS_ID,NUMBER,"10,0",SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,5.0,DATUM_ID,NUMBER,"10,0",SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,6.0,GEOG_CRS_DATUM_ID,NUMBER,"10,0",SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,7.0,SOURCE_GEOG_SRID,NUMBER,"10,0",SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,8.0,PROJECTION_CONV_ID,NUMBER,"10,0",SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,9.0,CMPD_HORIZ_SRID,NUMBER,"10,0",SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,10.0,CMPD_VERT_SRID,NUMBER,"10,0",SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,11.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,12.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,13.0,IS_LEGACY,VARCHAR2,5,NAO,,,,
SDO_COORD_REF_SYSTEM,SDO,14.0,LEGACY_CODE,NUMBER,"10,0",SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,15.0,LEGACY_WKTEXT,VARCHAR2,2046,SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,16.0,LEGACY_CS_BOUNDS,SDO_GEOMETRY,,SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,17.0,IS_VALID,VARCHAR2,5,SIM,,,,
SDO_COORD_REF_SYSTEM,SDO,18.0,SUPPORTS_SDO_GEOMETRY,VARCHAR2,5,SIM,,,,
SDO_COORD_OP_METHODS,SDO,1.0,COORD_OP_METHOD_ID,NUMBER,"10,0",NAO,PK,,,
SDO_COORD_OP_METHODS,SDO,2.0,COORD_OP_METHOD_NAME,VARCHAR2,50,SIM,,,,
SDO_COORD_OP_METHODS,SDO,3.0,LEGACY_NAME,VARCHAR2,50,SIM,,,,
SDO_COORD_OP_METHODS,SDO,4.0,REVERSE_OP,NUMBER,"1,0",NAO,,,,
SDO_COORD_OP_METHODS,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_COORD_OP_METHODS,SDO,6.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_COORD_OP_METHODS,SDO,7.0,IS_IMPLEMENTED_FORWARD,NUMBER,"1,0",NAO,,,,
SDO_COORD_OP_METHODS,SDO,8.0,IS_IMPLEMENTED_REVERSE,NUMBER,"1,0",NAO,,,,
SDO_COORD_OPS,SDO,1.0,COORD_OP_ID,NUMBER,"10,0",NAO,PK,,,
SDO_COORD_OPS,SDO,2.0,COORD_OP_NAME,VARCHAR2,80,SIM,,,,
SDO_COORD_OPS,SDO,3.0,COORD_OP_TYPE,VARCHAR2,24,SIM,,,,
SDO_COORD_OPS,SDO,4.0,SOURCE_SRID,NUMBER,"10,0",SIM,,,SDO_COORD_REF_SYS,SRID
SDO_COORD_OPS,SDO,5.0,TARGET_SRID,NUMBER,"10,0",SIM,,,SDO_COORD_REF_SYS,SRID
SDO_COORD_OPS,SDO,6.0,COORD_TFM_VERSION,VARCHAR2,24,SIM,,,,
SDO_COORD_OPS,SDO,7.0,COORD_OP_VARIANT,NUMBER,"5,0",SIM,,,,
SDO_COORD_OPS,SDO,8.0,COORD_OP_METHOD_ID,NUMBER,"10,0",SIM,,,SDO_COORD_OP_METHODS,COORD_OP_METHOD_ID
SDO_COORD_OPS,SDO,9.0,UOM_ID_SOURCE_OFFSETS,NUMBER,"10,0",SIM,,,,
SDO_COORD_OPS,SDO,10.0,UOM_ID_TARGET_OFFSETS,NUMBER,"10,0",SIM,,,,
SDO_COORD_OPS,SDO,11.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_COORD_OPS,SDO,12.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_COORD_OPS,SDO,13.0,SHOW_OPERATION,NUMBER,"3,0",NAO,,,,
SDO_COORD_OPS,SDO,14.0,IS_LEGACY,VARCHAR2,5,NAO,,,,
SDO_COORD_OPS,SDO,15.0,LEGACY_CODE,NUMBER,"10,0",SIM,,,SDO_COORD_OPS,COORD_OP_ID
SDO_COORD_OPS,SDO,16.0,REVERSE_OP,NUMBER,"1,0",SIM,,,,
SDO_COORD_OPS,SDO,17.0,IS_IMPLEMENTED_FORWARD,NUMBER,"1,0",SIM,,,,
SDO_COORD_OPS,SDO,18.0,IS_IMPLEMENTED_REVERSE,NUMBER,"1,0",SIM,,,,
SDO_PREFERRED_OPS_SYSTEM,SDO,1.0,SOURCE_SRID,NUMBER,"10,0",NAO,PK,,,
SDO_PREFERRED_OPS_SYSTEM,SDO,2.0,COORD_OP_ID,NUMBER,"10,0",NAO,,,,
SDO_PREFERRED_OPS_SYSTEM,SDO,3.0,TARGET_SRID,NUMBER,"10,0",NAO,PK,,,
SDO_PREFERRED_OPS_USER,SDO,1.0,USE_CASE,VARCHAR2,32,NAO,PK,,,
SDO_PREFERRED_OPS_USER,SDO,2.0,SOURCE_SRID,NUMBER,"10,0",NAO,PK,,,
SDO_PREFERRED_OPS_USER,SDO,3.0,COORD_OP_ID,NUMBER,"10,0",NAO,,,,
SDO_PREFERRED_OPS_USER,SDO,4.0,TARGET_SRID,NUMBER,"10,0",NAO,PK,,,
SDO_COORD_OP_PATHS,SDO,1.0,CONCAT_OPERATION_ID,NUMBER,"10,0",NAO,,,,
SDO_COORD_OP_PATHS,SDO,2.0,SINGLE_OPERATION_ID,NUMBER,"10,0",SIM,,,,
SDO_COORD_OP_PATHS,SDO,3.0,SINGLE_OP_SOURCE_ID,NUMBER,"10,0",SIM,,,SDO_COORD_REF_SYS,SRID
SDO_COORD_OP_PATHS,SDO,4.0,SINGLE_OP_TARGET_ID,NUMBER,"10,0",SIM,,,SDO_COORD_REF_SYS,SRID
SDO_COORD_OP_PATHS,SDO,5.0,OP_PATH_STEP,NUMBER,"5,0",SIM,,,,
SDO_AVAILABLE_NON_ELEM_OPS,SDO,1.0,SOURCE_SRID,NUMBER,"10,0",SIM,,,,
SDO_AVAILABLE_NON_ELEM_OPS,SDO,2.0,COORD_OP_ID,NUMBER,,SIM,,,,
SDO_AVAILABLE_NON_ELEM_OPS,SDO,3.0,TARGET_SRID,NUMBER,"10,0",SIM,,,,
SDO_AVAILABLE_NON_ELEM_OPS,SDO,4.0,IS_IMPLEMENTED,NUMBER,"1,0",SIM,,,,
SDO_AVAILABLE_ELEM_OPS,SDO,1.0,SOURCE_SRID,NUMBER,"10,0",SIM,,,,
SDO_AVAILABLE_ELEM_OPS,SDO,2.0,COORD_OP_ID,NUMBER,,SIM,,,,
SDO_AVAILABLE_ELEM_OPS,SDO,3.0,TARGET_SRID,NUMBER,"10,0",SIM,,,,
SDO_AVAILABLE_ELEM_OPS,SDO,4.0,IS_IMPLEMENTED,NUMBER,"1,0",SIM,,,,
SDO_AVAILABLE_OPS,SDO,1.0,SOURCE_SRID,NUMBER,"10,0",SIM,,,,
SDO_AVAILABLE_OPS,SDO,2.0,COORD_OP_ID,NUMBER,,SIM,,,,
SDO_AVAILABLE_OPS,SDO,3.0,TARGET_SRID,NUMBER,"10,0",SIM,,,,
SDO_AVAILABLE_OPS,SDO,4.0,IS_IMPLEMENTED,NUMBER,"1,0",SIM,,,,
SDO_COORD_OP_PARAMS,SDO,1.0,PARAMETER_ID,NUMBER,"10,0",NAO,PK,,,
SDO_COORD_OP_PARAMS,SDO,2.0,PARAMETER_NAME,VARCHAR2,80,SIM,,,,
SDO_COORD_OP_PARAMS,SDO,3.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_COORD_OP_PARAMS,SDO,4.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_COORD_OP_PARAMS,SDO,5.0,UNIT_OF_MEAS_TYPE,VARCHAR2,50,SIM,,,,
SDO_COORD_OP_PARAM_USE,SDO,1.0,COORD_OP_METHOD_ID,NUMBER,"10,0",NAO,PK,,SDO_COORD_OP_METHODS,COORD_OP_METHOD_ID
SDO_COORD_OP_PARAM_USE,SDO,2.0,PARAMETER_ID,NUMBER,"10,0",SIM,,,SDO_COORD_OP_PARAMS,PARAMETER_ID
SDO_COORD_OP_PARAM_USE,SDO,3.0,LEGACY_PARAM_NAME,VARCHAR2,80,SIM,,,,
SDO_COORD_OP_PARAM_USE,SDO,4.0,SORT_ORDER,NUMBER,"5,0",NAO,PK,,,
SDO_COORD_OP_PARAM_USE,SDO,5.0,PARAM_SIGN_REVERSAL,VARCHAR2,3,SIM,,,,
SDO_COORD_OP_PARAM_VALS,SDO,1.0,COORD_OP_ID,NUMBER,"10,0",NAO,PK,,SDO_COORD_OPS,COORD_OP_ID
SDO_COORD_OP_PARAM_VALS,SDO,2.0,COORD_OP_METHOD_ID,NUMBER,"10,0",SIM,,,SDO_COORD_OP_METHODS,COORD_OP_METHOD_ID
SDO_COORD_OP_PARAM_VALS,SDO,3.0,PARAMETER_ID,NUMBER,"10,0",NAO,PK,,SDO_COORD_OP_PARAMS,PARAMETER_ID
SDO_COORD_OP_PARAM_VALS,SDO,4.0,PARAMETER_VALUE,FLOAT,,SIM,,,,
SDO_COORD_OP_PARAM_VALS,SDO,5.0,PARAM_VALUE_FILE_REF,VARCHAR2,254,SIM,,,,
SDO_COORD_OP_PARAM_VALS,SDO,6.0,PARAM_VALUE_FILE,CLOB,,SIM,,,,
SDO_COORD_OP_PARAM_VALS,SDO,7.0,PARAM_VALUE_XML,XMLTYPE,,SIM,,,,
SDO_COORD_OP_PARAM_VALS,SDO,8.0,UOM_ID,NUMBER,"10,0",SIM,,,SDO_UNITS_OF_MEASURE,UOM_ID
CS_SRS,CS,2.0,SRID,NUMBER,,NAO,,,,
CS_SRS,CS,3.0,AUTH_SRID,NUMBER,,SIM,,,,
CS_SRS,CS,4.0,AUTH_NAME,VARCHAR2,256,SIM,,,,
CS_SRS,CS,5.0,WKTEXT,VARCHAR2,2046,SIM,,,,
CS_SRS,CS,6.0,CS_BOUNDS,SDO_GEOMETRY,,SIM,,,,
CS_SRS,CS,7.0,WKTEXT3D,VARCHAR2,4000,SIM,,,,
CS_SRS,CS,1.0,CS_NAME,VARCHAR2,80,SIM,,,,
SDO_SRIDS_BY_URN,SDO,1.0,SRID,NUMBER,,NAO,PK,,SDO_COORD_REF_SYS,SRID
SDO_SRIDS_BY_URN,SDO,2.0,URN,VARCHAR2,1000,NAO,,,,
SDO_SRIDS_BY_URN_PATTERN,SDO,1.0,URN_PREFIX,VARCHAR2,1000,SIM,,,,
SDO_SRIDS_BY_URN_PATTERN,SDO,2.0,URN_POSTFIX,VARCHAR2,1000,SIM,,,,
SDO_DATUM_ENGINEERING,SDO,1.0,DATUM_ID,NUMBER,"10,0",NAO,,,,
SDO_DATUM_ENGINEERING,SDO,2.0,DATUM_NAME,VARCHAR2,80,NAO,,,,
SDO_DATUM_ENGINEERING,SDO,3.0,ELLIPSOID_ID,NUMBER,"10,0",SIM,,,,
SDO_DATUM_ENGINEERING,SDO,4.0,PRIME_MERIDIAN_ID,NUMBER,"10,0",SIM,,,,
SDO_DATUM_ENGINEERING,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_DATUM_ENGINEERING,SDO,6.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_DATUM_ENGINEERING,SDO,7.0,SHIFT_X,NUMBER,,SIM,,,,
SDO_DATUM_ENGINEERING,SDO,8.0,SHIFT_Y,NUMBER,,SIM,,,,
SDO_DATUM_ENGINEERING,SDO,9.0,SHIFT_Z,NUMBER,,SIM,,,,
SDO_DATUM_ENGINEERING,SDO,10.0,ROTATE_X,NUMBER,,SIM,,,,
SDO_DATUM_ENGINEERING,SDO,11.0,ROTATE_Y,NUMBER,,SIM,,,,
SDO_DATUM_ENGINEERING,SDO,12.0,ROTATE_Z,NUMBER,,SIM,,,,
SDO_DATUM_ENGINEERING,SDO,13.0,SCALE_ADJUST,NUMBER,,SIM,,,,
SDO_DATUM_GEODETIC,SDO,1.0,DATUM_ID,NUMBER,"10,0",NAO,,,,
SDO_DATUM_GEODETIC,SDO,2.0,DATUM_NAME,VARCHAR2,80,NAO,,,,
SDO_DATUM_GEODETIC,SDO,3.0,ELLIPSOID_ID,NUMBER,"10,0",SIM,,,,
SDO_DATUM_GEODETIC,SDO,4.0,PRIME_MERIDIAN_ID,NUMBER,"10,0",SIM,,,,
SDO_DATUM_GEODETIC,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_DATUM_GEODETIC,SDO,6.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_DATUM_GEODETIC,SDO,7.0,SHIFT_X,NUMBER,,SIM,,,,
SDO_DATUM_GEODETIC,SDO,8.0,SHIFT_Y,NUMBER,,SIM,,,,
SDO_DATUM_GEODETIC,SDO,9.0,SHIFT_Z,NUMBER,,SIM,,,,
SDO_DATUM_GEODETIC,SDO,10.0,ROTATE_X,NUMBER,,SIM,,,,
SDO_DATUM_GEODETIC,SDO,11.0,ROTATE_Y,NUMBER,,SIM,,,,
SDO_DATUM_GEODETIC,SDO,12.0,ROTATE_Z,NUMBER,,SIM,,,,
SDO_DATUM_GEODETIC,SDO,13.0,SCALE_ADJUST,NUMBER,,SIM,,,,
SDO_DATUM_VERTICAL,SDO,1.0,DATUM_ID,NUMBER,"10,0",NAO,,,,
SDO_DATUM_VERTICAL,SDO,2.0,DATUM_NAME,VARCHAR2,80,NAO,,,,
SDO_DATUM_VERTICAL,SDO,3.0,ELLIPSOID_ID,NUMBER,"10,0",SIM,,,,
SDO_DATUM_VERTICAL,SDO,4.0,PRIME_MERIDIAN_ID,NUMBER,"10,0",SIM,,,,
SDO_DATUM_VERTICAL,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_DATUM_VERTICAL,SDO,6.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_DATUM_VERTICAL,SDO,7.0,SHIFT_X,NUMBER,,SIM,,,,
SDO_DATUM_VERTICAL,SDO,8.0,SHIFT_Y,NUMBER,,SIM,,,,
SDO_DATUM_VERTICAL,SDO,9.0,SHIFT_Z,NUMBER,,SIM,,,,
SDO_DATUM_VERTICAL,SDO,10.0,ROTATE_X,NUMBER,,SIM,,,,
SDO_DATUM_VERTICAL,SDO,11.0,ROTATE_Y,NUMBER,,SIM,,,,
SDO_DATUM_VERTICAL,SDO,12.0,ROTATE_Z,NUMBER,,SIM,,,,
SDO_DATUM_VERTICAL,SDO,13.0,SCALE_ADJUST,NUMBER,,SIM,,,,
SDO_CRS_COMPOUND,SDO,1.0,SRID,NUMBER,"10,0",NAO,,,,
SDO_CRS_COMPOUND,SDO,2.0,COORD_REF_SYS_NAME,VARCHAR2,80,NAO,,,,
SDO_CRS_COMPOUND,SDO,3.0,CMPD_HORIZ_SRID,NUMBER,"10,0",SIM,,,,
SDO_CRS_COMPOUND,SDO,4.0,CMPD_VERT_SRID,NUMBER,"10,0",SIM,,,,
SDO_CRS_COMPOUND,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_CRS_COMPOUND,SDO,6.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_CRS_ENGINEERING,SDO,1.0,SRID,NUMBER,"10,0",NAO,,,,
SDO_CRS_ENGINEERING,SDO,2.0,COORD_REF_SYS_NAME,VARCHAR2,80,NAO,,,,
SDO_CRS_ENGINEERING,SDO,3.0,COORD_SYS_ID,NUMBER,"10,0",SIM,,,,
SDO_CRS_ENGINEERING,SDO,4.0,DATUM_ID,NUMBER,"10,0",SIM,,,,
SDO_CRS_ENGINEERING,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_CRS_ENGINEERING,SDO,6.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_CRS_GEOCENTRIC,SDO,1.0,SRID,NUMBER,"10,0",NAO,,,,
SDO_CRS_GEOCENTRIC,SDO,2.0,COORD_REF_SYS_NAME,VARCHAR2,80,NAO,,,,
SDO_CRS_GEOCENTRIC,SDO,3.0,COORD_SYS_ID,NUMBER,"10,0",SIM,,,,
SDO_CRS_GEOCENTRIC,SDO,4.0,DATUM_ID,NUMBER,"10,0",SIM,,,,
SDO_CRS_GEOCENTRIC,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_CRS_GEOCENTRIC,SDO,6.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_CRS_GEOGRAPHIC2D,SDO,1.0,SRID,NUMBER,"10,0",NAO,,,,
SDO_CRS_GEOGRAPHIC2D,SDO,2.0,COORD_REF_SYS_NAME,VARCHAR2,80,NAO,,,,
SDO_CRS_GEOGRAPHIC2D,SDO,3.0,COORD_SYS_ID,NUMBER,"10,0",SIM,,,,
SDO_CRS_GEOGRAPHIC2D,SDO,4.0,DATUM_ID,NUMBER,"10,0",SIM,,,,
SDO_CRS_GEOGRAPHIC2D,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_CRS_GEOGRAPHIC2D,SDO,6.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_CRS_GEOGRAPHIC3D,SDO,1.0,SRID,NUMBER,"10,0",NAO,,,,
SDO_CRS_GEOGRAPHIC3D,SDO,2.0,COORD_REF_SYS_NAME,VARCHAR2,80,NAO,,,,
SDO_CRS_GEOGRAPHIC3D,SDO,3.0,COORD_SYS_ID,NUMBER,"10,0",SIM,,,,
SDO_CRS_GEOGRAPHIC3D,SDO,4.0,DATUM_ID,NUMBER,"10,0",SIM,,,,
SDO_CRS_GEOGRAPHIC3D,SDO,5.0,INFORMATION_SOURCE,VARCHAR2,254,SIM,,,,
SDO_CRS_GEOGRAPHIC3D,SDO,6.0,DATA_SOURCE,VARCHAR2,40,SIM,,,,
SDO_CRS_PROJECTED,SDO,1.0,SRID,NUMBER,"10,0",NAO,,,,
SDO_CRS_PROJECTED,SDO,2.0,COORD_REF_SYS_NAME,VARCHAR2,80,NAO,,,,
SDO_CRS_PROJECTED,SDO,3.0,COORD_SYS_ID,NUMBER,"10,0",SIM,,,,
SDO_CRS_PROJECTED,SDO,4.0,SOURCE_GEOG_SRID,NUMBER,"10,0",SIM,,,,
